leaf_ID,site,species,group,Func_feed_group,damage_type,herbivory_index
2387,54,B. asiatica,N,margin feeding,DT12,0.1
2387,54,B. asiatica,N,hole feeding,DT01,0.02
2387,54,B. asiatica,N,piercing and sucking,DT46,0.01
2388,54,B. asiatica,N,margin feeding,DT13,0.1
2388,54,B. asiatica,N,hole feeding,DT01,0.02
2388,54,B. asiatica,N,surface feeding,DT30,0.01
2389,54,B. asiatica,N,galling,DT32,0.02
2389,54,B. asiatica,N,margin feeding,DT12,0.06
2389,54,B. asiatica,N,oviposition,DT67,0.001
2390,54,B. asiatica,N,margin feeding,DT13,0.13
2390,54,B. asiatica,N,galling,DT32,0.03
2391,54,B. asiatica,N,margin feeding,DT12,0.08
2391,54,B. asiatica,N,surface feeding,DT29,0.02
2391,54,B. asiatica,N,hole feeding,DT01,0.04
2392,54,B. asiatica,N,hole feeding,DT01,0.01
2392,54,B. asiatica,N,mining,DT36,0.04
2392,54,B. asiatica,N,oviposition,DT101,0.02
2393,54,B. asiatica,N,hole feeding,DT03,0.02
2393,54,B. asiatica,N,surface feeding,DT29,0.09
2393,54,B. asiatica,N,galling,DT32,0.03
2393,54,B. asiatica,N,margin feeding,DT13,0.05
2394,54,B. asiatica,N,hole feeding,DT03,0.02
2394,54,B. asiatica,N,margin feeding,DT12,0.1
2394,54,B. asiatica,N,mining,DT36,0.04
2394,54,B. asiatica,N,piercing and sucking,DT46,0.01
2395,54,B. asiatica,N,oviposition,DT101,0.02
2395,54,B. asiatica,N,margin feeding,DT12,0.06
2395,54,B. asiatica,N,mining,DT45,0.03
2396,54,B. asiatica,N,margin feeding,DT13,0.07
2396,54,B. asiatica,N,skeletonization,DT16,0.05
2397,54,B. asiatica,N,hole feeding,DT02,0.06
2397,54,B. asiatica,N,margin feeding,DT12,0.08
2397,54,B. asiatica,N,surface feeding,DT29,0.15
2397,54,B. asiatica,N,hole feeding,DT01,0.02
2398,54,B. asiatica,N,margin feeding,DT13,0.07
2399,54,B. asiatica,N,mining,DT36,0.04
2399,54,B. asiatica,N,galling,DT32,0.02
2399,54,B. asiatica,N,margin feeding,DT12,0.07
2399,54,B. asiatica,N,hole feeding,DT01,0.01
2400,54,B. asiatica,N,oviposition,DT101,0.02
2400,54,B. asiatica,N,margin feeding,DT13,0.07
2401,50,M. collina,N,galling,DT32,0.02
2401,50,M. collina,N,mining,DT35,0.05
2402,50,M. collina,N,galling,DT32,0.04
2402,50,M. collina,N,margin feeding,DT15,0.02
2402,50,M. collina,N,hole feeding,DT01,0.04
2403,50,M. collina,N,mining,DT35,0.06
2403,50,M. collina,N,galling,DT32,0.02
2404,50,M. collina,N,margin feeding,DT12,0.08
2404,50,M. collina,N,margin feeding,DT15,0.07
2404,50,M. collina,N,galling,DT32,0.02
2404,50,M. collina,N,surface feeding,DT29,0.03
2405,50,M. collina,N,hole feeding,DT01,0.03
2406,50,M. collina,N,margin feeding,DT12,0.06
2406,50,M. collina,N,hole feeding,DT01,0.02
2406,50,M. collina,N,galling,DT32,0.02
2407,50,M. collina,N,hole feeding,DT01,0.02
2407,50,M. collina,N,margin feeding,DT15,0.03
2407,50,M. collina,N,surface feeding,DT29,0.02
2407,50,M. collina,N,galling,DT32,0.001
2408,50,M. collina,N,hole feeding,DT01,0.43
2408,50,M. collina,N,margin feeding,DT12,0.06
2408,50,M. collina,N,galling,DT32,0.01
2409,50,M. collina,N,mining,DT35,0.02
2409,50,M. collina,N,margin feeding,DT12,0.05
2409,50,M. collina,N,hole feeding,DT01,0.01
2409,50,M. collina,N,galling,DT32,0.02
2410,50,M. collina,N,margin feeding,DT15,0.01
2410,50,M. collina,N,hole feeding,DT01,0.02
2410,50,M. collina,N,galling,DT32,0.02
2411,50,M. collina,N,margin feeding,DT12,0.05
2411,50,M. collina,N,galling,DT35,0.02
2411,50,M. collina,N,galling,DT85,0.01
2412,50,M. collina,N,mining,DT109,0.02
2412,50,M. collina,N,mining,DT35,0.03
2412,50,M. collina,N,margin feeding,DT12,0.01
2412,50,M. collina,N,galling,DT32,0.02
2413,50,M. collina,N,galling,DT32,0.02
2414,50,M. collina,N,NA,NA,0
2415,50,M. collina,N,galling,DT32,0.03
2415,50,M. collina,N,margin feeding,DT13,0.04
2416,50,M. collina,N,hole feeding,DT03,0.25
2416,50,M. collina,N,margin feeding,DT13,0.21
2416,50,M. collina,N,galling,DT32,0.03
2417,50,M. collina,N,hole feeding,DT01,0.01
2417,50,M. collina,N,margin feeding,DT12,0.17
2417,50,M. collina,N,galling,DT32,0.01
2418,50,M. collina,N,margin feeding,DT15,0.02
2418,50,M. collina,N,galling,DT32,0.03
2418,50,M. collina,N,margin feeding,DT12,0.03
2419,50,M. collina,N,galling,DT32,0.03
2420,50,M. collina,N,margin feeding,DT15,0.02
2420,50,M. collina,N,galling,DT32,0.02
2421,50,M. collina,N,hole feeding,DT01,0.01
2421,50,M. collina,N,margin feeding,DT12,0.02
2421,50,M. collina,N,galling,DT32,0.02
2422,50,M. collina,N,mining,DT35,0.03
2422,50,M. collina,N,galling,DT32,0.02
2422,50,M. collina,N,margin feeding,DT15,0.03
2422,50,M. collina,N,margin feeding,DT12,0.04
2423,50,M. collina,N,hole feeding,DT02,0.04
2423,50,M. collina,N,surface feeding,DT29,0.02
2423,50,M. collina,N,margin feeding,DT15,0.02
2423,50,M. collina,N,galling,DT32,0.03
2424,50,M. collina,N,surface feeding,DT29,0.06
2424,50,M. collina,N,margin feeding,DT15,0.02
2424,50,M. collina,N,galling,DT32,0.01
2424,50,M. collina,N,hole feeding,DT01,0.02
2425,50,M. collina,N,galling,DT32,0.02
2425,50,M. collina,N,margin feeding,DT13,0.07
2426,50,M. collina,N,mining,DT109,0.02
2426,50,M. collina,N,piercing and sucking,DT46,0.01
2426,50,M. collina,N,galling,DT32,0.02
2426,50,M. collina,N,margin feeding,DT13,0.05
2427,50,M. collina,N,galling,DT32,0.06
2427,50,M. collina,N,margin feeding,DT12,0.05
2427,50,M. collina,N,hole feeding,DT01,0.07
2428,50,M. collina,N,surface feeding,DT29,0.03
2428,50,M. collina,N,hole feeding,DT03,0.02
2428,50,M. collina,N,margin feeding,DT13,0.06
2428,50,M. collina,N,galling,DT32,0.02
2429,50,M. collina,N,galling,DT32,0.01
2429,50,M. collina,N,margin feeding,DT13,0.02
2430,50,M. collina,N,hole feeding,DT01,0.03
2430,50,M. collina,N,margin feeding,DT12,0.02
2430,50,M. collina,N,surface feeding,DT29,0.02
2431,50,M. collina,N,mining,DT36,0.07
2431,50,M. collina,N,hole feeding,DT01,0.03
2431,50,M. collina,N,galling,DT32,0.01
2432,50,M. collina,N,galling,DT32,0.02
2432,50,M. collina,N,surface feeding,DT29,0.03
2433,50,M. collina,N,margin feeding,DT12,0.07
2433,50,M. collina,N,galling,DT32,0.02
2434,50,M. collina,N,mining,DT35,0.03
2434,50,M. collina,N,galling,DT32,0.02
2434,50,M. collina,N,margin feeding,DT13,0.05
2435,50,M. collina,N,hole feeding,DT01,0.03
2435,50,M. collina,N,margin feeding,DT12,0.06
2435,50,M. collina,N,galling,DT32,0.02
2436,50,M. collina,N,piercing and sucking,DT46,0.02
2437,50,M. collina,N,mining,DT35,0.04
2437,50,M. collina,N,hole feeding,DT01,0.03
2437,50,M. collina,N,margin feeding,DT15,0.02
2437,50,M. collina,N,galling,DT32,0.01
2438,50,M. collina,N,margin feeding,DT12,0.01
2438,50,M. collina,N,piercing and sucking,DT46,0.01
2439,50,M. collina,N,surface feeding,DT29,0.03
2440,50,M. collina,N,piercing and sucking,DT46,0.02
2440,50,M. collina,N,surface feeding,DT29,0.02
2441,50,M. collina,N,margin feeding,DT12,0.4
2441,50,M. collina,N,margin feeding,DT15,0.02
2441,50,M. collina,N,galling,DT32,0.03
2442,50,M. collina,N,margin feeding,DT12,0.01
2442,50,M. collina,N,galling,DT32,0.01
2443,50,M. collina,N,surface feeding,DT30,0.02
2443,50,M. collina,N,galling,DT32,0.01
2443,50,M. collina,N,hole feeding,DT01,0.01
2444,50,M. collina,N,margin feeding,DT12,0.46
2444,50,M. collina,N,mining,DT109,0.01
2445,50,M. collina,N,margin feeding,DT12,0.04
2446,50,M. collina,N,hole feeding,DT01,0.01
2446,50,M. collina,N,margin feeding,DT12,0.04
2446,50,M. collina,N,galling,DT32,0.03
2447,50,M. collina,N,mining,DT35,0.04
2447,50,M. collina,N,galling,DT32,0.02
2448,50,M. collina,N,margin feeding,DT12,0.15
2448,50,M. collina,N,mining,DT35,0.02
2448,50,M. collina,N,hole feeding,DT01,0.01
2448,50,M. collina,N,galling,DT32,0.01
2449,50,M. collina,N,mining,DT35,0.02
2449,50,M. collina,N,margin feeding,DT12,0.07
2449,50,M. collina,N,piercing and sucking,DT46,0.02
2450,50,M. collina,N,margin feeding,DT13,0.09
2450,50,M. collina,N,surface feeding,DT29,0.02
2451,49,H. rosa-sinensis,R,galling,DT32,0.01
2452,49,H. rosa-sinensis,R,NA,NA,0
2453,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2454,49,H. rosa-sinensis,R,galling,DT32,0.01
2455,49,H. rosa-sinensis,R,NA,NA,0
2456,49,H. rosa-sinensis,R,NA,NA,0
2457,49,H. rosa-sinensis,R,surface feeding,DT29,0.01
2458,49,H. rosa-sinensis,R,NA,NA,0
2459,49,H. rosa-sinensis,R,NA,NA,0
2460,49,H. rosa-sinensis,R,NA,NA,0
2461,49,H. rosa-sinensis,R,margin feeding,DT12,0.03
2461,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2462,49,H. rosa-sinensis,R,margin feeding,DT13,0.04
2462,49,H. rosa-sinensis,R,oviposition,DT101,0.01
2463,49,H. rosa-sinensis,R,hole feeding,DT01,0.07
2464,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2464,49,H. rosa-sinensis,R,margin feeding,DT12,0.01
2465,49,H. rosa-sinensis,R,hole feeding,DT03,0.04
2465,49,H. rosa-sinensis,R,margin feeding,DT12,0.02
2465,49,H. rosa-sinensis,R,surface feeding,DT30,0.01
2466,49,H. rosa-sinensis,R,surface feeding,DT30,0.01
2467,49,H. rosa-sinensis,R,margin feeding,DT12,0.01
2468,49,H. rosa-sinensis,R,surface feeding,DT29,0.04
2469,49,H. rosa-sinensis,R,NA,NA,0
2470,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2470,49,H. rosa-sinensis,R,surface feeding,DT30,0.02
2471,49,H. rosa-sinensis,R,galling,DT32,0.01
2471,49,H. rosa-sinensis,R,surface feeding,DT29,0.007
2472,49,H. rosa-sinensis,R,surface feeding,DT29,0.03
2473,49,H. rosa-sinensis,R,oviposition,DT67,0.02
2474,49,H. rosa-sinensis,R,galling,DT32,0.02
2475,49,H. rosa-sinensis,R,mining,DT36,0.04
2476,49,H. rosa-sinensis,R,margin feeding,DT14,0.2
2477,49,H. rosa-sinensis,R,galling,DT32,0.01
2478,49,H. rosa-sinensis,R,galling,DT32,0.02
2479,49,H. rosa-sinensis,R,margin feeding,DT12,0.03
2479,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2480,49,H. rosa-sinensis,R,oviposition,DT67,0.03
2480,49,H. rosa-sinensis,R,galling,DT32,0.01
2481,49,H. rosa-sinensis,R,NA,NA,0
2482,49,H. rosa-sinensis,R,NA,NA,0
2483,49,H. rosa-sinensis,R,NA,NA,0
2484,49,H. rosa-sinensis,R,mining,DT35,0.02
2484,49,H. rosa-sinensis,R,margin feeding,DT13,0.02
2485,49,H. rosa-sinensis,R,margin feeding,DT13,0.03
2485,49,H. rosa-sinensis,R,hole feeding,DT01,0.02
2486,49,H. rosa-sinensis,R,galling,DT32,0.01
2487,49,H. rosa-sinensis,R,margin feeding,DT15,0.03
2488,49,H. rosa-sinensis,R,margin feeding,DT12,0.03
2489,49,H. rosa-sinensis,R,hole feeding,DT03,0.04
2489,49,H. rosa-sinensis,R,oviposition,DT67,0.02
2490,49,H. rosa-sinensis,R,surface feeding,DT29,0.01
2490,49,H. rosa-sinensis,R,hole feeding,DT01,0.02
2491,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2492,49,H. rosa-sinensis,R,galling,DT32,0.01
2493,49,H. rosa-sinensis,R,surface feeding,DT29,0.1
2494,49,H. rosa-sinensis,R,hole feeding,DT01,0.03
2495,49,H. rosa-sinensis,R,surface feeding,DT29,0.05
2496,49,H. rosa-sinensis,R,oviposition,DT67,0.01
2497,49,H. rosa-sinensis,R,hole feeding,DT01,0.01
2497,49,H. rosa-sinensis,R,margin feeding,DT12,0.02
2498,49,H. rosa-sinensis,R,margin feeding,DT12,0.07
2499,49,H. rosa-sinensis,R,NA,NA,0
2500,49,H. rosa-sinensis,R,mining,DT36,0.03
2501,51,S. malaccense,R,fungal,MDT01,0.03
2502,51,S. malaccense,R,surface feeding,DT30,0.03
2502,51,S. malaccense,R,fungal,MDT01,0.03
2503,51,S. malaccense,R,hole feeding,DT01,0.02
2503,51,S. malaccense,R,fungal,MDT01,0.04
2504,51,S. malaccense,R,fungal,MDT01,0.04
2505,51,S. malaccense,R,surface feeding,DT29,0.03
2505,51,S. malaccense,R,fungal,MDT01,0.12
2505,51,S. malaccense,R,margin feeding,DT12,0.03
2506,51,S. malaccense,R,margin feeding,DT12,0.03
2506,51,S. malaccense,R,fungal,MDT01,0.38
2506,51,S. malaccense,R,hole feeding,DT63,0.02
2507,51,S. malaccense,R,fungal,MDT01,0.2
2508,51,S. malaccense,R,surface feeding,DT29,0.6
2508,51,S. malaccense,R,margin feeding,DT12,0.03
2508,51,S. malaccense,R,hole feeding,DT01,0.02
2508,51,S. malaccense,R,fungal,MDT01,0.1
2509,51,S. malaccense,R,fungal,MDT01,0.12
2509,51,S. malaccense,R,margin feeding,DT12,0.01
2510,51,S. malaccense,R,fungal,MDT01,0.01
2511,51,S. malaccense,R,galling,DT32,0.01
2511,51,S. malaccense,R,hole feeding,DT01,0.01
2511,51,S. malaccense,R,fungal,MDT01,0.18
2512,51,S. malaccense,R,fungal,MDT01,0.2
2513,51,S. malaccense,R,fungal,MDT01,0.1
2514,51,S. malaccense,R,fungal,MDT01,0.05
2515,51,S. malaccense,R,fungal,MDT01,0.01
2516,51,S. malaccense,R,fungal,MDT01,0.03
2516,51,S. malaccense,R,margin feeding,DT15,0.04
2517,51,S. malaccense,R,fungal,MDT01,0.01
2518,51,S. malaccense,R,fungal,MDT01,0.01
2519,51,S. malaccense,R,fungal,MDT01,0.35
2519,51,S. malaccense,R,hole feeding,DT01,0.02
2520,51,S. malaccense,R,fungal,MDT01,0.03
2521,51,S. malaccense,R,surface feeding,DT29,0.02
2521,51,S. malaccense,R,hole feeding,DT01,0.01
2521,51,S. malaccense,R,fungal,MDT01,0.03
2522,51,S. malaccense,R,mining,DT36,0.02
2522,51,S. malaccense,R,fungal,MDT01,0.23
2523,51,S. malaccense,R,galling,DT52,0.08
2523,51,S. malaccense,R,fungal,MDT01,0.7
2524,51,S. malaccense,R,surface feeding,DT29,0.05
2524,51,S. malaccense,R,hole feeding,DT01,0.02
2525,51,S. malaccense,R,fungal,MDT01,0.02
2525,51,S. malaccense,R,galling,DT32,0.01
2526,51,S. malaccense,R,fungal,MDT01,0.17
2526,51,S. malaccense,R,margin feeding,DT12,0.05
2526,51,S. malaccense,R,hole feeding,DT01,0.03
2527,51,S. malaccense,R,fungal,MDT01,0.3
2528,51,S. malaccense,R,fungal,MDT01,0.06
2528,51,S. malaccense,R,surface feeding,DT29,0.03
2529,51,S. malaccense,R,fungal,MDT01,0.18
2529,51,S. malaccense,R,hole feeding,DT01,0.02
2529,51,S. malaccense,R,margin feeding,DT12,0.04
2530,51,S. malaccense,R,mining,DT36,0.05
2530,51,S. malaccense,R,margin feeding,DT12,0.02
2530,51,S. malaccense,R,fungal,MDT01,0.4
2531,51,S. malaccense,R,hole feeding,DT01,0.02
2531,51,S. malaccense,R,galling,DT32,0.01
2531,51,S. malaccense,R,fungal,MDT01,0.06
2532,51,S. malaccense,R,fungal,MDT01,0.7
2533,51,S. malaccense,R,fungal,MDT01,0.48
2533,51,S. malaccense,R,hole feeding,DT01,0.02
2534,51,S. malaccense,R,surface feeding,DT29,0.05
2534,51,S. malaccense,R,hole feeding,DT01,0.02
2534,51,S. malaccense,R,fungal,MDT01,0.38
2535,51,S. malaccense,R,fungal,MDT01,0.03
2535,51,S. malaccense,R,surface feeding,DT29,0.02
2536,51,S. malaccense,R,fungal,MDT01,0.19
2537,51,S. malaccense,R,margin feeding,DT13,0.03
2537,51,S. malaccense,R,fungal,MDT01,0.07
2538,51,S. malaccense,R,margin feeding,DT12,0.06
2538,51,S. malaccense,R,fungal,MDT01,0.3
2539,51,S. malaccense,R,margin feeding,DT12,0.01
2539,51,S. malaccense,R,fungal,MDT01,0.03
2539,51,S. malaccense,R,hole feeding,DT01,0.01
2540,51,S. malaccense,R,fungal,MDT01,0.15
2541,51,S. malaccense,R,fungal,MDT01,0.1
2541,51,S. malaccense,R,hole feeding,DT01,0.01
2541,51,S. malaccense,R,margin feeding,DT12,0.01
2542,51,S. malaccense,R,margin feeding,DT13,0.08
2542,51,S. malaccense,R,fungal,MDT01,0.12
2542,51,S. malaccense,R,surface feeding,DT29,0.06
2543,51,S. malaccense,R,hole feeding,DT01,0.03
2543,51,S. malaccense,R,margin feeding,DT12,0.02
2543,51,S. malaccense,R,fungal,MDT01,0.12
2544,51,S. malaccense,R,surface feeding,DT29,0.08
2544,51,S. malaccense,R,fungal,MDT01,0.17
2544,51,S. malaccense,R,galling,DT32,0.02
2545,51,S. malaccense,R,hole feeding,DT01,0.05
2545,51,S. malaccense,R,fungal,MDT01,0.1
2545,51,S. malaccense,R,margin feeding,DT12,0.04
2546,51,S. malaccense,R,fungal,MDT01,0.089
2546,51,S. malaccense,R,surface feeding,DT30,0.03
2546,51,S. malaccense,R,margin feeding,DT12,0.01
2547,51,S. malaccense,R,NA,NA,0
2548,51,S. malaccense,R,fungal,MDT01,0.1
2549,51,S. malaccense,R,galling,DT54,0.07
2549,51,S. malaccense,R,surface feeding,DT30,0.02
2549,51,S. malaccense,R,fungal,MDT01,0.08
2550,51,S. malaccense,R,fungal,MDT01,0.2
2550,51,S. malaccense,R,surface feeding,DT30,0.02
2551,53,H. tiliaceus,N,hole feeding,DT03,0.05
2551,53,H. tiliaceus,N,surface feeding,DT29,0.02
2551,53,H. tiliaceus,N,margin feeding,DT12,0.03
2552,53,H. tiliaceus,N,hole feeding,DT03,0.05
2552,53,H. tiliaceus,N,surface feeding,DT29,0.03
2552,53,H. tiliaceus,N,hole feeding,DT78,0.1
2552,53,H. tiliaceus,N,margin feeding,DT12,0.03
2553,53,H. tiliaceus,N,surface feeding,DT29,0.06
2553,53,H. tiliaceus,N,hole feeding,DT01,0.01
2553,53,H. tiliaceus,N,margin feeding,DT12,0.02
2554,53,H. tiliaceus,N,hole feeding,DT06,0.8
2555,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2555,53,H. tiliaceus,N,hole feeding,DT01,0.02
2555,53,H. tiliaceus,N,margin feeding,DT13,0.1
2555,53,H. tiliaceus,N,surface feeding,DT29,0.02
2555,53,H. tiliaceus,N,hole feeding,DT02,0.03
2555,53,H. tiliaceus,N,oviposition,DT76,0.01
2556,53,H. tiliaceus,N,margin feeding,DT12,0.03
2556,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2556,53,H. tiliaceus,N,surface feeding,DT30,0.02
2557,53,H. tiliaceus,N,hole feeding,DT03,0.02
2557,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2557,53,H. tiliaceus,N,margin feeding,DT12,0.02
2558,53,H. tiliaceus,N,hole feeding,DT03,0.08
2558,53,H. tiliaceus,N,skeletonization,DT16,0.03
2558,53,H. tiliaceus,N,margin feeding,DT12,0.01
2558,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2558,53,H. tiliaceus,N,surface feeding,DT29,0.03
2559,53,H. tiliaceus,N,margin feeding,DT13,0.15
2559,53,H. tiliaceus,N,hole feeding,DT02,0.06
2559,53,H. tiliaceus,N,hole feeding,DT01,0.02
2560,53,H. tiliaceus,N,hole feeding,DT05,0.07
2560,53,H. tiliaceus,N,margin feeding,DT12,0.05
2560,53,H. tiliaceus,N,surface feeding,DT29,0.02
2561,53,H. tiliaceus,N,hole feeding,DT03,0.04
2561,53,H. tiliaceus,N,margin feeding,DT81,0.63
2562,53,H. tiliaceus,N,hole feeding,DT01,0.05
2562,53,H. tiliaceus,N,surface feeding,DT29,0.02
2562,53,H. tiliaceus,N,margin feeding,DT12,0.04
2562,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2563,53,H. tiliaceus,N,surface feeding,DT29,0.02
2563,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2563,53,H. tiliaceus,N,hole feeding,DT01,0.03
2563,53,H. tiliaceus,N,margin feeding,DT12,0.04
2564,53,H. tiliaceus,N,margin feeding,DT12,0.05
2564,53,H. tiliaceus,N,hole feeding,DT01,0.03
2564,53,H. tiliaceus,N,skeletonization,DT16,0.02
2565,53,H. tiliaceus,N,hole feeding,DT03,0.06
2565,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2565,53,H. tiliaceus,N,margin feeding,DT12,0.03
2565,53,H. tiliaceus,N,surface feeding,DT29,0.03
2566,53,H. tiliaceus,N,hole feeding,DT01,0.13
2566,53,H. tiliaceus,N,margin feeding,DT12,0.02
2566,53,H. tiliaceus,N,surface feeding,DT29,0.03
2566,53,H. tiliaceus,N,margin feeding,DT15,0.01
2567,53,H. tiliaceus,N,margin feeding,DT13,0.05
2567,53,H. tiliaceus,N,hole feeding,DT02,0.04
2567,53,H. tiliaceus,N,mining,DT35,0.01
2567,53,H. tiliaceus,N,skeletonization,DT16,0.04
2567,53,H. tiliaceus,N,surface feeding,DT29,0.08
2567,53,H. tiliaceus,N,hole feeding,DT01,0.03
2568,53,H. tiliaceus,N,skeletonization,DT16,0.08
2568,53,H. tiliaceus,N,margin feeding,DT12,0.02
2568,53,H. tiliaceus,N,hole feeding,DT01,0.03
2568,53,H. tiliaceus,N,surface feeding,DT29,0.07
2569,53,H. tiliaceus,N,surface feeding,DT30,0.08
2569,53,H. tiliaceus,N,margin feeding,DT12,0.1
2569,53,H. tiliaceus,N,hole feeding,DT05,0.17
2570,53,H. tiliaceus,N,margin feeding,DT12,0.02
2570,53,H. tiliaceus,N,surface feeding,DT29,0.15
2570,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2571,53,H. tiliaceus,N,surface feeding,DT30,0.02
2571,53,H. tiliaceus,N,hole feeding,DT05,0.04
2571,53,H. tiliaceus,N,hole feeding,DT01,0.01
2572,53,H. tiliaceus,N,hole feeding,DT03,0.04
2572,53,H. tiliaceus,N,hole feeding,DT06,0.05
2572,53,H. tiliaceus,N,surface feeding,DT29,0.1
2572,53,H. tiliaceus,N,skeletonization,DT16,0.02
2573,53,H. tiliaceus,N,hole feeding,DT03,0.15
2574,53,H. tiliaceus,N,hole feeding,DT03,0.03
2574,53,H. tiliaceus,N,surface feeding,DT29,0.04
2575,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2575,53,H. tiliaceus,N,hole feeding,DT03,0.05
2575,53,H. tiliaceus,N,margin feeding,DT12,0.03
2575,53,H. tiliaceus,N,surface feeding,DT30,0.03
2576,53,H. tiliaceus,N,hole feeding,DT05,0.05
2576,53,H. tiliaceus,N,margin feeding,DT15,0.06
2576,53,H. tiliaceus,N,skeletonization,DT16,0.07
2576,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2576,53,H. tiliaceus,N,hole feeding,DT01,0.01
2576,53,H. tiliaceus,N,surface feeding,DT29,0.04
2577,53,H. tiliaceus,N,skeletonization,DT79,0.1
2577,53,H. tiliaceus,N,hole feeding,DT01,0.02
2577,53,H. tiliaceus,N,mining,DT69,0.02
2577,53,H. tiliaceus,N,surface feeding,DT29,0.06
2577,53,H. tiliaceus,N,margin feeding,DT12,0.01
2578,53,H. tiliaceus,N,margin feeding,DT13,0.17
2578,53,H. tiliaceus,N,hole feeding,DT03,0.06
2578,53,H. tiliaceus,N,mining,DT35,0.01
2578,53,H. tiliaceus,N,surface feeding,DT29,0.03
2579,53,H. tiliaceus,N,skeletonization,DT16,0.6
2579,53,H. tiliaceus,N,hole feeding,DT01,0.06
2579,53,H. tiliaceus,N,margin feeding,DT12,0.02
2580,53,H. tiliaceus,N,hole feeding,DT03,0.1
2581,53,H. tiliaceus,N,skeletonization,DT16,0.04
2581,53,H. tiliaceus,N,hole feeding,DT01,0.01
2581,53,H. tiliaceus,N,margin feeding,DT12,0.01
2581,53,H. tiliaceus,N,surface feeding,DT29,0.06
2582,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2582,53,H. tiliaceus,N,hole feeding,DT01,0.01
2582,53,H. tiliaceus,N,surface feeding,DT29,0.04
2583,53,H. tiliaceus,N,hole feeding,DT03,0.1
2583,53,H. tiliaceus,N,surface feeding,DT29,0.02
2584,53,H. tiliaceus,N,margin feeding,DT12,0.07
2584,53,H. tiliaceus,N,hole feeding,DT02,0.06
2584,53,H. tiliaceus,N,surface feeding,DT29,0.02
2584,53,H. tiliaceus,N,hole feeding,DT03,0.02
2585,53,H. tiliaceus,N,surface feeding,DT29,0.06
2585,53,H. tiliaceus,N,hole feeding,DT01,0.01
2585,53,H. tiliaceus,N,margin feeding,DT12,0.01
2586,53,H. tiliaceus,N,margin feeding,DT12,0.07
2586,53,H. tiliaceus,N,hole feeding,DT03,0.04
2586,53,H. tiliaceus,N,hole feeding,DT05,0.04
2586,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2587,53,H. tiliaceus,N,hole feeding,DT03,0.07
2587,53,H. tiliaceus,N,hole feeding,DT01,0.03
2587,53,H. tiliaceus,N,surface feeding,DT29,0.1
2588,53,H. tiliaceus,N,hole feeding,DT03,0.06
2588,53,H. tiliaceus,N,surface feeding,DT29,0.1
2588,53,H. tiliaceus,N,galling,DT32,0.02
2588,53,H. tiliaceus,N,margin feeding,DT15,0.03
2589,53,H. tiliaceus,N,hole feeding,DT01,0.04
2589,53,H. tiliaceus,N,surface feeding,DT29,0.04
2589,53,H. tiliaceus,N,margin feeding,DT12,0.02
2590,53,H. tiliaceus,N,hole feeding,DT03,0.06
2590,53,H. tiliaceus,N,piercing and sucking,DT46,0.02
2591,53,H. tiliaceus,N,mining,DT66,0.05
2591,53,H. tiliaceus,N,surface feeding,DT30,0.03
2591,53,H. tiliaceus,N,hole feeding,DT01,0.01
2591,53,H. tiliaceus,N,margin feeding,DT12,0.01
2592,53,H. tiliaceus,N,surface feeding,DT29,0.05
2592,53,H. tiliaceus,N,hole feeding,DT01,0.01
2592,53,H. tiliaceus,N,mining,DT36,0.04
2592,53,H. tiliaceus,N,piercing and sucking,DT47,0.02
2593,53,H. tiliaceus,N,skeletonization,DT16,0.03
2593,53,H. tiliaceus,N,hole feeding,DT03,0.04
2593,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2593,53,H. tiliaceus,N,margin feeding,DT12,0.07
2594,53,H. tiliaceus,N,hole feeding,DT01,0.03
2594,53,H. tiliaceus,N,mining,DT36,0.04
2594,53,H. tiliaceus,N,surface feeding,DT29,0.03
2594,53,H. tiliaceus,N,margin feeding,DT12,0.07
2595,53,H. tiliaceus,N,margin feeding,DT12,0.2
2595,53,H. tiliaceus,N,hole feeding,DT02,0.06
2595,53,H. tiliaceus,N,piercing and sucking,DT47,0.01
2595,53,H. tiliaceus,N,surface feeding,DT29,0.01
2596,53,H. tiliaceus,N,hole feeding,DT01,0.03
2597,53,H. tiliaceus,N,skeletonization,Dt16,0.3
2597,53,H. tiliaceus,N,hole feeding,DT05,0.06
2597,53,H. tiliaceus,N,hole feeding,DT03,0.03
